transaction_id;issue_date;certificate_fee;payment_method;student_id;student_name;student_email;student_country;student_age;platform_id;platform_name;platform_country;certificate_id;certificate_name;certificate_type;certificate_language;course_id;course_name;course_category;course_info;online_date
9949;2033-07-25;939.02;Credit Card;187;Ali Robert;ali.robert572@icloud.com;Australia;22;204;RiseGrow;Spain;790;Industrial IoT Certificate;advanced;English;20;AI Tools for Productivity;Data Science & AI;Prepares students to use modern AI tools responsibly in daily work, requires general digital literacy.;2026-05-23
7083;2029-01-23;262.64;PayPal;939;Miguel Thomas;miguel.thomas209@hotmail.com;Spain;31;276;CloudAcademy;United States;455;Statistics for Business Certificate;specialization;English;145;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2026-05-24
9367;2032-06-17;566.85;Credit Card;487;Ana Silva;ana.silva572@icloud.com;Poland;53;183;EduUniversity;Israel;961;Data Professional;professional;English;264;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2026-05-25
9251;2032-04-02;779.93;PayPal;795;Giulia Brown;giulia.brown489@outlook.com;United States;37;118;OpenAcademy;United Kingdom;460;Operations Excellence Certificate;advanced;English;165;Agile and Scrum Fundamentals;Business & Management;Prepares students to work in agile delivery environments, requires no prior agile certification.;2026-05-26
5680;2026-11-16;283.16;Bank Transfer;364;Charles Colombo;charles.colombo99@gmail.com;Brazil;64;200;TechHive;India;802;Business Analytics Certificate;specialization;English;265;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2026-05-27
9404;2032-07-11;84.4;Credit Card;992;Lucas Greco;lucas.greco511@icloud.com;United States;43;29;FutureGate;United States;672;Excel Professional Certificate;completion;Spanish;266;Digital Marketing Analytics;Data Science & AI;Prepares students to measure campaign performance and customer behavior, requires basic marketing concepts.;2026-05-28
9616;2032-12-14;330.96;Credit Card;587;Amina Romano;amina.romano568@outlook.com;Canada;30;29;FutureGate;United States;275;Statistics for Business Certificate;specialization;English;267;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2026-05-29
10108;2033-12-17;56.97;PayPal;524;Joseph Thomas;joseph.thomas15@protonmail.com;Portugal;28;102;NovaVault;India;905;Cybersecurity Awareness Certificate;completion;Portuguese;268;Cloud Computing Basics;Technology & IT;Prepares students to understand cloud service models and deployment basics, requires general IT literacy.;2026-05-30
8499;2031-02-16;99.87;PayPal;289;Emma Petit;emma.petit375@protonmail.com;India;40;439;PeakCampus;India;916;Web Development Foundations Certificate;completion;German;134;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2026-05-31
2752;2024-11-05;950.88;Credit Card;597;Mariana Bernard;mariana.bernard741@yahoo.com;Mexico;44;260;CoreStream;Canada;188;Machine Learning Foundations Certificate;advanced;English;269;Operations Management;Business & Management;Prepares students to optimize workflows and resources, requires basic business knowledge.;2026-06-01
9827;2033-04-25;885.05;PayPal;150;Jennifer Pillai;jennifer.pillai236@hotmail.com;United Kingdom;60;267;SparkPath;United States;34;Agile Practitioner Certificate;professional;French;270;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2026-06-02
1205;2023-08-01;450.0;Credit Card;232;David Mehta;david.mehta434@gmail.com;Japan;65;104;ApexHub;Brazil;31;HR Analytics Certificate;specialization;English;38;Digital Marketing Analytics;Data Science & AI;Prepares students to measure campaign performance and customer behavior, requires basic marketing concepts.;2026-06-03
1206;2023-08-01;172.01;Credit Card;280;Isabella Fischer;isabella.fischer851@gmail.com;United States;51;104;ApexHub;Brazil;31;HR Analytics Certificate;specialization;English;116;R for Data Analysis;Data Science & AI;Prepares students to perform statistical analysis in R, requires basic statistics knowledge.;2026-06-04
6834;2028-09-08;53.67;Debit Card;430;David Hoffmann;david.hoffmann284@outlook.com;United States;56;179;NexusPath;Sweden;132;Excel Professional Certificate;completion;German;271;AI Tools for Productivity;Data Science & AI;Prepares students to use modern AI tools responsibly in daily work, requires general digital literacy.;2026-06-05
3691;2025-05-29;96.38;Bank Transfer;407;Isabella Verma;isabella.verma196@icloud.com;Mexico;62;256;NovaCampus;Canada;156;Web Development Foundations Certificate;completion;Italian;272;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2026-06-06
3980;2025-07-20;40.48;PayPal;117;Susan Brown;susan.brown792@yahoo.com;Netherlands;36;454;DataLabs;Germany;725;Cybersecurity Awareness Certificate;completion;German;273;HR Analytics;Data Science & AI;Prepares students to analyze workforce and recruitment metrics, requires basic spreadsheet knowledge.;2026-06-07
10137;2034-01-10;450.0;Credit Card;391;Neha Richard;neha.richard122@icloud.com;South Africa;57;167;NovaBoost;Canada;375;Statistics for Business Certificate;specialization;Portuguese;274;Python for Business Analytics;Data Science & AI;Prepares students to analyze business data with Python, requires familiarity with spreadsheets and basic logic.;2026-06-08
6288;2027-11-06;252.68;Debit Card;788;Layla Marino;layla.marino211@icloud.com;Germany;30;293;ApexSphere;United States;695;Statistics for Business Certificate;specialization;Portuguese;61;Data Analysis Fundamentals;Data Science & AI;Prepares students for entry-level data analysis roles, requires basic spreadsheet knowledge.;2026-06-09
3002;2025-01-11;348.54;PayPal;375;Lucas Ferrari;lucas.ferrari46@yahoo.com;India;30;225;ProStream;India;966;Business Intelligence Specialist;specialization;Italian;181;Data Analysis Fundamentals;Data Science & AI;Prepares students for entry-level data analysis roles, requires basic spreadsheet knowledge.;2026-06-10
1213;2023-08-03;864.07;Credit Card;682;Zara Williams;zara.williams724@gmail.com;Argentina;37;274;RiseConnect;Netherlands;770;Industrial IoT Certificate;advanced;English;275;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2026-06-11
9456;2032-08-09;44.53;PayPal;703;Elizabeth Robert;elizabeth.robert435@hotmail.com;India;50;48;BrightBoost;United Kingdom;553;Database Foundations Certificate;completion;Italian;169;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2026-06-12
734;2023-01-06;412.37;PayPal;111;Wei Ricci;wei.ricci876@hotmail.com;India;63;402;PeakUniversity;France;262;Business Analytics Certificate;specialization;English;276;Leadership in Digital Teams;Business & Management;Prepares students to manage remote and digital teams effectively, requires workplace experience or interest.;2026-06-13
8030;2030-06-16;120.0;Credit Card;790;Jennifer Smith;jennifer.smith198@gmail.com;United States;31;63;GlobalWorks;France;545;Cybersecurity Awareness Certificate;completion;English;80;AI Tools for Productivity;Data Science & AI;Prepares students to use modern AI tools responsibly in daily work, requires general digital literacy.;2026-06-14
151;2022-01-19;751.55;Credit Card;680;Priya Mehta;priya.mehta43@gmail.com;United States;51;314;SkillSphere;United States;128;Machine Learning Foundations Certificate;advanced;Italian;277;Statistics for Decision Making;Data Science & AI;Prepares students to use descriptive statistics for decision making, requires basic mathematics.;2026-06-15
2183;2024-06-12;513.65;Credit Card;485;Maria Marino;maria.marino528@yahoo.com;Brazil;64;67;SkillInstitute;United States;381;Data Professional;professional;German;85;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2026-06-16
748;2023-01-14;250.0;Credit Card;80;Karen Pillai;karen.pillai419@icloud.com;Canada;25;128;EliteSchool;Canada;201;Data Professional;professional;English;278;Project Management Essentials;Business & Management;Prepares students to coordinate projects and teams, requires basic organizational and communication skills.;2026-06-17
6388;2028-01-05;900.0;Bank Transfer;996;Amina Oliveira;amina.oliveira320@protonmail.com;South Africa;43;237;DataPath;Germany;63;Project Management Certificate;professional;English;279;Leadership in Digital Teams;Business & Management;Prepares students to manage remote and digital teams effectively, requires workplace experience or interest.;2026-06-18
948;2023-04-26;392.14;PayPal;229;Tiago Brown;tiago.brown557@outlook.com;Japan;46;123;EduGrow;Ireland;595;Statistics for Business Certificate;specialization;English;280;Industrial IoT Fundamentals;Professional Development;Prepares students to understand sensors, connectivity, and monitoring systems, requires basic technical curiosity.;2026-06-19
7213;2029-04-05;39.52;Credit Card;302;Ava Robert;ava.robert406@yahoo.com;Germany;52;16;SmartVault;India;245;Cybersecurity Awareness Certificate;completion;German;281;R for Data Analysis;Data Science & AI;Prepares students to perform statistical analysis in R, requires basic statistics knowledge.;2026-06-20
2723;2024-10-29;35.19;Bank Transfer;674;Jessica Jones;jessica.jones156@icloud.com;Other;64;474;TechSchool;Australia;324;Cloud Fundamentals Certificate;completion;Portuguese;282;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2026-06-21
7716;2029-12-19;290.66;Bank Transfer;839;Aisha Santos;aisha.santos815@yahoo.com;Portugal;26;88;ElitePath;Canada;374;Agile Practitioner Certificate;professional;French;283;HR Analytics;Data Science & AI;Prepares students to analyze workforce and recruitment metrics, requires basic spreadsheet knowledge.;2026-06-22
10363;2034-08-03;90.87;PayPal;923;John Silva;john.silva332@hotmail.com;Japan;42;16;SmartVault;India;925;Cybersecurity Awareness Certificate;completion;French;284;Financial Modeling Essentials;Finance & Accounting;Prepares students to build simple financial models, requires spreadsheet skills and basic finance knowledge.;2026-06-23
5829;2027-02-05;746.29;Credit Card;917;Jennifer Brown;jennifer.brown460@icloud.com;Mexico;18;145;SmartCampus;Brazil;741;Data Professional;professional;Spanish;94;Project Management Essentials;Business & Management;Prepares students to coordinate projects and teams, requires basic organizational and communication skills.;2026-06-24
4798;2025-12-09;416.22;Credit Card;815;Inês Pereira;inês.pereira395@gmail.com;Australia;58;402;PeakUniversity;France;821;Data Professional;professional;German;285;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2026-06-25
2839;2024-11-28;339.42;Credit Card;701;Omar Brown;omar.brown615@yahoo.com;India;40;87;TechLabs;India;947;Digital Marketing Analyst;specialization;Spanish;286;Cloud Computing Basics;Technology & IT;Prepares students to understand cloud service models and deployment basics, requires general IT literacy.;2026-06-26
8724;2031-06-20;301.3;Bank Transfer;871;Sofia Kumar;sofia.kumar16@icloud.com;India;32;485;CorePath;United States;751;HR Analytics Certificate;specialization;English;33;SQL for Data Management;Data Science & AI;Prepares students to query and manage relational databases, requires no prior SQL experience.;2026-06-27
5357;2026-05-17;63.75;Debit Card;277;Jin Moreau;jin.moreau31@gmail.com;Portugal;64;491;LearnLabs;Portugal;584;Cloud Fundamentals Certificate;completion;English;287;Supply Chain Analytics;Data Science & AI;Prepares students to analyze logistics and operational performance, requires spreadsheet knowledge.;2026-06-28
